kegg_gene_id	locus_tag	pathway_id
pae:PA0180	PA0180	pae02020
pae:PA0189	PA0189	pae02020
pae:PA0190	PA0190	pae02020
pae:PA0275	PA0275	pae02020
pae:PA0296	PA0296	pae02020
pae:PA0298	PA0298	pae02020
pae:PA0408	PA0408	pae02020
pae:PA0409	PA0409	pae02020
pae:PA0410	PA0410	pae02020
pae:PA0411	PA0411	pae02020
pae:PA0412	PA0412	pae02020
pae:PA0413	PA0413	pae02020
pae:PA0414	PA0414	pae02020
pae:PA0415	PA0415	pae02020
pae:PA0463	PA0463	pae02020
pae:PA0464	PA0464	pae02020
pae:PA0471	PA0471	pae02020
pae:PA0472	PA0472	pae02020
pae:PA0518	PA0518	pae02020
pae:PA0652	PA0652	pae02020
pae:PA0749	PA0749	pae02020
pae:PA0752	PA0752	pae02020
pae:PA0753	PA0753	pae02020
pae:PA0754	PA0754	pae02020
pae:PA0756	PA0756	pae02020
pae:PA0757	PA0757	pae02020
pae:PA0766	PA0766	pae02020
pae:PA0884	PA0884	pae02020
pae:PA0885	PA0885	pae02020
pae:PA0886	PA0886	pae02020
pae:PA0905	PA0905	pae02020
pae:PA0920	PA0920	pae02020
pae:PA0928	PA0928	pae02020
pae:PA0929	PA0929	pae02020
pae:PA0930	PA0930	pae02020
pae:PA0931	PA0931	pae02020
pae:PA0958	PA0958	pae02020
pae:PA0994	PA0994	pae02020
pae:PA1092	PA1092	pae02020
pae:PA1097	PA1097	pae02020
pae:PA1098	PA1098	pae02020
pae:PA1099	PA1099	pae02020
pae:PA1157	PA1157	pae02020
pae:PA1158	PA1158	pae02020
pae:PA1179	PA1179	pae02020
pae:PA1180	PA1180	pae02020
pae:PA1183	PA1183	pae02020
pae:PA1251	PA1251	pae02020
pae:PA1301	PA1301	pae02020
pae:PA1335	PA1335	pae02020
pae:PA1336	PA1336	pae02020
pae:PA1337	PA1337	pae02020
pae:PA1339	PA1339	pae02020
pae:PA1340	PA1340	pae02020
pae:PA1341	PA1341	pae02020
pae:PA1342	PA1342	pae02020
pae:PA1423	PA1423	pae02020
pae:PA1437	PA1437	pae02020
pae:PA1438	PA1438	pae02020
pae:PA1455	PA1455	pae02020
pae:PA1456	PA1456	pae02020
pae:PA1458	PA1458	pae02020
pae:PA1459	PA1459	pae02020
pae:PA1460	PA1460	pae02020
pae:PA1463	PA1463	pae02020
pae:PA1464	PA1464	pae02020
pae:PA1552	PA1552	pae02020
pae:PA1553	PA1553	pae02020
pae:PA1554	PA1554	pae02020
pae:PA1555	PA1555	pae02020
pae:PA1556	PA1556	pae02020
pae:PA1557	PA1557	pae02020
pae:PA1561	PA1561	pae02020
pae:PA1566	PA1566	pae02020
pae:PA1608	PA1608	pae02020
pae:PA1611	PA1611	pae02020
pae:PA1632	PA1632	pae02020
pae:PA1633	PA1633	pae02020
pae:PA1634	PA1634	pae02020
pae:PA1635	PA1635	pae02020
pae:PA1636	PA1636	pae02020
pae:PA1637	PA1637	pae02020
pae:PA1638	PA1638	pae02020
pae:PA1646	PA1646	pae02020
pae:PA1736	PA1736	pae02020
pae:PA1798	PA1798	pae02020
pae:PA1799	PA1799	pae02020
pae:PA1856	PA1856	pae02020
pae:PA1911	PA1911	pae02020
pae:PA1912	PA1912	pae02020
pae:PA1930	PA1930	pae02020
pae:PA1976	PA1976	pae02020
pae:PA2001	PA2001	pae02020
pae:PA2002	PA2002	pae02020
pae:PA2018	PA2018	pae02020
pae:PA2019	PA2019	pae02020
pae:PA2040	PA2040	pae02020
pae:PA2050	PA2050	pae02020
pae:PA2051	PA2051	pae02020
pae:PA2094	PA2094	pae02020
pae:PA2101	PA2101	pae02020
pae:PA2130	PA2130	pae02020
pae:PA2207	PA2207	pae02020
pae:PA2208	PA2208	pae02020
pae:PA2209	PA2209	pae02020
pae:PA2376	PA2376	pae02020
pae:PA2467	PA2467	pae02020
pae:PA2468	PA2468	pae02020
pae:PA2479	PA2479	pae02020
pae:PA2480	PA2480	pae02020
pae:PA2523	PA2523	pae02020
pae:PA2524	PA2524	pae02020
pae:PA2526	PA2526	pae02020
pae:PA2527	PA2527	pae02020
pae:PA2528	PA2528	pae02020
pae:PA2548	PA2548	pae02020
pae:PA2553	PA2553	pae02020
pae:PA2561	PA2561	pae02020
pae:PA2573	PA2573	pae02020
pae:PA2583	PA2583	pae02020
pae:PA2586	PA2586	pae02020
pae:PA2652	PA2652	pae02020
pae:PA2654	PA2654	pae02020
pae:PA2686	PA2686	pae02020
pae:PA2687	PA2687	pae02020
pae:PA2688	PA2688	pae02020
pae:PA2700	PA2700	pae02020
pae:PA2809	PA2809	pae02020
pae:PA2810	PA2810	pae02020
pae:PA2824	PA2824	pae02020
pae:PA2899	PA2899	pae02020
pae:PA2920	PA2920	pae02020
pae:PA2978	PA2978	pae02020
pae:PA3045	PA3045	pae02020
pae:PA3204	PA3204	pae02020
pae:PA3296	PA3296	pae02020
pae:PA3345	PA3345	pae02020
pae:PA3346	PA3346	pae02020
pae:PA3347	PA3347	pae02020
pae:PA3348	PA3348	pae02020
pae:PA3349	PA3349	pae02020
pae:PA3351	PA3351	pae02020
pae:PA3356	PA3356	pae02020
pae:PA3409	PA3409	pae02020
pae:PA3471	PA3471	pae02020
pae:PA3476	PA3476	pae02020
pae:PA3540	PA3540	pae02020
pae:PA3552	PA3552	pae02020
pae:PA3658	PA3658	pae02020
pae:PA3702	PA3702	pae02020
pae:PA3703	PA3703	pae02020
pae:PA3704	PA3704	pae02020
pae:PA3705	PA3705	pae02020
pae:PA3706	PA3706	pae02020
pae:PA3707	PA3707	pae02020
pae:PA3708	PA3708	pae02020
pae:PA3714	PA3714	pae02020
pae:PA3779	PA3779	pae02020
pae:PA3780	PA3780	pae02020
pae:PA3781	PA3781	pae02020
pae:PA3872	PA3872	pae02020
pae:PA3873	PA3873	pae02020
pae:PA3874	PA3874	pae02020
pae:PA3875	PA3875	pae02020
pae:PA3878	PA3878	pae02020
pae:PA3879	PA3879	pae02020
pae:PA3899	PA3899	pae02020
pae:PA3900	PA3900	pae02020
pae:PA3910	PA3910	pae02020
pae:PA3925	PA3925	pae02020
pae:PA3929	PA3929	pae02020
pae:PA3930	PA3930	pae02020
pae:PA3946	PA3946	pae02020
pae:PA3948	PA3948	pae02020
pae:PA4080	PA4080	pae02020
pae:PA4084	PA4084	pae02020
pae:PA4133	PA4133	pae02020
pae:PA4144	PA4144	pae02020
pae:PA4290	PA4290	pae02020
pae:PA4293	PA4293	pae02020
pae:PA4296	PA4296	pae02020
pae:PA4297	PA4297	pae02020
pae:PA4299	PA4299	pae02020
pae:PA4300	PA4300	pae02020
pae:PA4301	PA4301	pae02020
pae:PA4302	PA4302	pae02020
pae:PA4303	PA4303	pae02020
pae:PA4304	PA4304	pae02020
pae:PA4305	PA4305	pae02020
pae:PA4306	PA4306	pae02020
pae:PA4307	PA4307	pae02020
pae:PA4309	PA4309	pae02020
pae:PA4310	PA4310	pae02020
pae:PA4429	PA4429	pae02020
pae:PA4430	PA4430	pae02020
pae:PA4431	PA4431	pae02020
pae:PA4462	PA4462	pae02020
pae:PA4493	PA4493	pae02020
pae:PA4494	PA4494	pae02020
pae:PA4520	PA4520	pae02020
pae:PA4525	PA4525	pae02020
pae:PA4546	PA4546	pae02020
pae:PA4547	PA4547	pae02020
pae:PA4592	PA4592	pae02020
pae:PA4616	PA4616	pae02020
pae:PA4633	PA4633	pae02020
pae:PA4648	PA4648	pae02020
pae:PA4649	PA4649	pae02020
pae:PA4650	PA4650	pae02020
pae:PA4651	PA4651	pae02020
pae:PA4652	PA4652	pae02020
pae:PA4653	PA4653	pae02020
pae:PA4726	PA4726	pae02020
pae:PA4776	PA4776	pae02020
pae:PA4777	PA4777	pae02020
pae:PA4785	PA4785	pae02020
pae:PA4844	PA4844	pae02020
pae:PA4885	PA4885	pae02020
pae:PA4886	PA4886	pae02020
pae:PA4895	PA4895	pae02020
pae:PA4915	PA4915	pae02020
pae:PA4954	PA4954	pae02020
pae:PA4974	PA4974	pae02020
pae:PA5072	PA5072	pae02020
pae:PA5119	PA5119	pae02020
pae:PA5124	PA5124	pae02020
pae:PA5125	PA5125	pae02020
pae:PA5165	PA5165	pae02020
pae:PA5166	PA5166	pae02020
pae:PA5167	PA5167	pae02020
pae:PA5168	PA5168	pae02020
pae:PA5169	PA5169	pae02020
pae:PA5199	PA5199	pae02020
pae:PA5200	PA5200	pae02020
pae:PA5261	PA5261	pae02020
pae:PA5262	PA5262	pae02020
pae:PA5360	PA5360	pae02020
pae:PA5361	PA5361	pae02020
pae:PA5369	PA5369	pae02020
pae:PA5483	PA5483	pae02020
pae:PA5484	PA5484	pae02020
pae:PA5508	PA5508	pae02020
pae:PA5511	PA5511	pae02020
pae:PA5512	PA5512	pae02020
pae:PA5522	PA5522	pae02020
pae:PA0222	PA0222	pae02024
pae:PA0275	PA0275	pae02024
pae:PA0373	PA0373	pae02024
pae:PA0427	PA0427	pae02024
pae:PA0602	PA0602	pae02024
pae:PA0603	PA0603	pae02024
pae:PA0604	PA0604	pae02024
pae:PA0605	PA0605	pae02024
pae:PA0606	PA0606	pae02024
pae:PA0609	PA0609	pae02024
pae:PA0649	PA0649	pae02024
pae:PA0652	PA0652	pae02024
pae:PA0709	PA0709	pae02024
pae:PA0844	PA0844	pae02024
pae:PA0996	PA0996	pae02024
pae:PA0997	PA0997	pae02024
pae:PA0998	PA0998	pae02024
pae:PA0999	PA0999	pae02024
pae:PA1000	PA1000	pae02024
pae:PA1001	PA1001	pae02024
pae:PA1002	PA1002	pae02024
pae:PA1003	PA1003	pae02024
pae:PA1070	PA1070	pae02024
pae:PA1071	PA1071	pae02024
pae:PA1072	PA1072	pae02024
pae:PA1073	PA1073	pae02024
pae:PA1074	PA1074	pae02024
pae:PA1130	PA1130	pae02024
pae:PA1136	PA1136	pae02024
pae:PA1430	PA1430	pae02024
pae:PA1432	PA1432	pae02024
pae:PA1617	PA1617	pae02024
pae:PA1637	PA1637	pae02024
pae:PA1750	PA1750	pae02024
pae:PA1871	PA1871	pae02024
pae:PA1874	PA1874	pae02024
pae:PA1899	PA1899	pae02024
pae:PA1900	PA1900	pae02024
pae:PA1901	PA1901	pae02024
pae:PA1902	PA1902	pae02024
pae:PA1903	PA1903	pae02024
pae:PA1904	PA1904	pae02024
pae:PA1905	PA1905	pae02024
pae:PA2391	PA2391	pae02024
pae:PA2479	PA2479	pae02024
pae:PA2480	PA2480	pae02024
pae:PA2525	PA2525	pae02024
pae:PA2569	PA2569	pae02024
pae:PA2570	PA2570	pae02024
pae:PA2587	PA2587	pae02024
pae:PA2843	PA2843	pae02024
pae:PA2943	PA2943	pae02024
pae:PA3250	PA3250	pae02024
pae:PA3252	PA3252	pae02024
pae:PA3253	PA3253	pae02024
pae:PA3254	PA3254	pae02024
pae:PA3299	PA3299	pae02024
pae:PA3300	PA3300	pae02024
pae:PA3319	PA3319	pae02024
pae:PA3320	PA3320	pae02024
pae:PA3361	PA3361	pae02024
pae:PA3364	PA3364	pae02024
pae:PA3476	PA3476	pae02024
pae:PA3477	PA3477	pae02024
pae:PA3478	PA3478	pae02024
pae:PA3479	PA3479	pae02024
pae:PA3724	PA3724	pae02024
pae:PA3746	PA3746	pae02024
pae:PA3822	PA3822	pae02024
pae:PA3894	PA3894	pae02024
pae:PA4047	PA4047	pae02024
pae:PA4056	PA4056	pae02024
pae:PA4206	PA4206	pae02024
pae:PA4207	PA4207	pae02024
pae:PA4210	PA4210	pae02024
pae:PA4211	PA4211	pae02024
pae:PA4212	PA4212	pae02024
pae:PA4213	PA4213	pae02024
pae:PA4214	PA4214	pae02024
pae:PA4215	PA4215	pae02024
pae:PA4216	PA4216	pae02024
pae:PA4243	PA4243	pae02024
pae:PA4276	PA4276	pae02024
pae:PA4403	PA4403	pae02024
pae:PA4747	PA4747	pae02024
pae:PA4776	PA4776	pae02024
pae:PA4777	PA4777	pae02024
pae:PA4804	PA4804	pae02024
pae:PA4815	PA4815	pae02024
pae:PA4909	PA4909	pae02024
pae:PA4910	PA4910	pae02024
pae:PA4911	PA4911	pae02024
pae:PA4912	PA4912	pae02024
pae:PA4913	PA4913	pae02024
pae:PA4944	PA4944	pae02024
pae:PA4985	PA4985	pae02024
pae:PA5128	PA5128	pae02024
pae:PA5158	PA5158	pae02024
pae:PA5499	PA5499	pae02024
pae:PA5568	PA5568	pae02024
pae:PA0074	PA0074	pae02025
pae:PA0075	PA0075	pae02025
pae:PA0076	PA0076	pae02025
pae:PA0077	PA0077	pae02025
pae:PA0079	PA0079	pae02025
pae:PA0081	PA0081	pae02025
pae:PA0082	PA0082	pae02025
pae:PA0083	PA0083	pae02025
pae:PA0084	PA0084	pae02025
pae:PA0085	PA0085	pae02025
pae:PA0089	PA0089	pae02025
pae:PA0090	PA0090	pae02025
pae:PA0169	PA0169	pae02025
pae:PA0263	PA0263	pae02025
pae:PA0275	PA0275	pae02025
pae:PA0408	PA0408	pae02025
pae:PA0409	PA0409	pae02025
pae:PA0410	PA0410	pae02025
pae:PA0411	PA0411	pae02025
pae:PA0413	PA0413	pae02025
pae:PA0415	PA0415	pae02025
pae:PA0527	PA0527	pae02025
pae:PA0609	PA0609	pae02025
pae:PA0649	PA0649	pae02025
pae:PA0652	PA0652	pae02025
pae:PA0905	PA0905	pae02025
pae:PA0928	PA0928	pae02025
pae:PA0996	PA0996	pae02025
pae:PA0997	PA0997	pae02025
pae:PA0998	PA0998	pae02025
pae:PA0999	PA0999	pae02025
pae:PA1000	PA1000	pae02025
pae:PA1001	PA1001	pae02025
pae:PA1002	PA1002	pae02025
pae:PA1003	PA1003	pae02025
pae:PA1097	PA1097	pae02025
pae:PA1107	PA1107	pae02025
pae:PA1120	PA1120	pae02025
pae:PA1130	PA1130	pae02025
pae:PA1430	PA1430	pae02025
pae:PA1432	PA1432	pae02025
pae:PA1455	PA1455	pae02025
pae:PA1512	PA1512	pae02025
pae:PA1611	PA1611	pae02025
pae:PA1657	PA1657	pae02025
pae:PA1658	PA1658	pae02025
pae:PA1661	PA1661	pae02025
pae:PA1662	PA1662	pae02025
pae:PA1667	PA1667	pae02025
pae:PA1669	PA1669	pae02025
pae:PA1670	PA1670	pae02025
pae:PA1713	PA1713	pae02025
pae:PA1727	PA1727	pae02025
pae:PA1976	PA1976	pae02025
pae:PA2231	PA2231	pae02025
pae:PA2232	PA2232	pae02025
pae:PA2233	PA2233	pae02025
pae:PA2234	PA2234	pae02025
pae:PA2235	PA2235	pae02025
pae:PA2236	PA2236	pae02025
pae:PA2237	PA2237	pae02025
pae:PA2238	PA2238	pae02025
pae:PA2239	PA2239	pae02025
pae:PA2240	PA2240	pae02025
pae:PA2241	PA2241	pae02025
pae:PA2242	PA2242	pae02025
pae:PA2360	PA2360	pae02025
pae:PA2361	PA2361	pae02025
pae:PA2363	PA2363	pae02025
pae:PA2365	PA2365	pae02025
pae:PA2366	PA2366	pae02025
pae:PA2367	PA2367	pae02025
pae:PA2370	PA2370	pae02025
pae:PA2371	PA2371	pae02025
pae:PA2569	PA2569	pae02025
pae:PA2570	PA2570	pae02025
pae:PA2586	PA2586	pae02025
pae:PA2587	PA2587	pae02025
pae:PA2824	PA2824	pae02025
pae:PA3058	PA3058	pae02025
pae:PA3059	PA3059	pae02025
pae:PA3060	PA3060	pae02025
pae:PA3061	PA3061	pae02025
pae:PA3062	PA3062	pae02025
pae:PA3063	PA3063	pae02025
pae:PA3064	PA3064	pae02025
pae:PA3217	PA3217	pae02025
pae:PA3345	PA3345	pae02025
pae:PA3346	PA3346	pae02025
pae:PA3347	PA3347	pae02025
pae:PA3351	PA3351	pae02025
pae:PA3462	PA3462	pae02025
pae:PA3476	PA3476	pae02025
pae:PA3477	PA3477	pae02025
pae:PA3478	PA3478	pae02025
pae:PA3479	PA3479	pae02025
pae:PA3542	PA3542	pae02025
pae:PA3551	PA3551	pae02025
pae:PA3621	PA3621	pae02025
pae:PA3702	PA3702	pae02025
pae:PA3703	PA3703	pae02025
pae:PA3704	PA3704	pae02025
pae:PA3705	PA3705	pae02025
pae:PA3707	PA3707	pae02025
pae:PA3708	PA3708	pae02025
pae:PA3974	PA3974	pae02025
pae:PA4332	PA4332	pae02025
pae:PA4367	PA4367	pae02025
pae:PA4856	PA4856	pae02025
pae:PA4958	PA4958	pae02025
pae:PA4959	PA4959	pae02025
pae:PA4969	PA4969	pae02025
pae:PA5267	PA5267	pae02025
pae:PA5452	PA5452	pae02025
pae:PA0173	PA0173	pae02030
pae:PA0174	PA0174	pae02030
pae:PA0175	PA0175	pae02030
pae:PA0176	PA0176	pae02030
pae:PA0177	PA0177	pae02030
pae:PA0178	PA0178	pae02030
pae:PA0179	PA0179	pae02030
pae:PA0180	PA0180	pae02030
pae:PA1102	PA1102	pae02030
pae:PA1251	PA1251	pae02030
pae:PA1423	PA1423	pae02030
pae:PA1443	PA1443	pae02030
pae:PA1444	PA1444	pae02030
pae:PA1456	PA1456	pae02030
pae:PA1457	PA1457	pae02030
pae:PA1458	PA1458	pae02030
pae:PA1459	PA1459	pae02030
pae:PA1460	PA1460	pae02030
pae:PA1461	PA1461	pae02030
pae:PA1463	PA1463	pae02030
pae:PA1464	PA1464	pae02030
pae:PA1561	PA1561	pae02030
pae:PA1608	PA1608	pae02030
pae:PA1646	PA1646	pae02030
pae:PA1930	PA1930	pae02030
pae:PA1946	PA1946	pae02030
pae:PA2561	PA2561	pae02030
pae:PA2573	PA2573	pae02030
pae:PA2652	PA2652	pae02030
pae:PA2654	PA2654	pae02030
pae:PA2920	PA2920	pae02030
pae:PA3348	PA3348	pae02030
pae:PA3349	PA3349	pae02030
pae:PA4290	PA4290	pae02030
pae:PA4307	PA4307	pae02030
pae:PA4309	PA4309	pae02030
pae:PA4310	PA4310	pae02030
pae:PA4496	PA4496	pae02030
pae:PA4497	PA4497	pae02030
pae:PA4500	PA4500	pae02030
pae:PA4502	PA4502	pae02030
pae:PA4520	PA4520	pae02030
pae:PA4633	PA4633	pae02030
pae:PA4844	PA4844	pae02030
pae:PA4915	PA4915	pae02030
pae:PA4953	PA4953	pae02030
pae:PA4954	PA4954	pae02030
pae:PA5072	PA5072	pae02030
pae:PA5317	PA5317	pae02030
pae:PA0314	PA0314	pae02040
pae:PA0576	PA0576	pae02040
pae:PA1077	PA1077	pae02040
pae:PA1078	PA1078	pae02040
pae:PA1079	PA1079	pae02040
pae:PA1080	PA1080	pae02040
pae:PA1081	PA1081	pae02040
pae:PA1082	PA1082	pae02040
pae:PA1083	PA1083	pae02040
pae:PA1084	PA1084	pae02040
pae:PA1085	PA1085	pae02040
pae:PA1086	PA1086	pae02040
pae:PA1087	PA1087	pae02040
pae:PA1092	PA1092	pae02040
pae:PA1094	PA1094	pae02040
pae:PA1095	PA1095	pae02040
pae:PA1096	PA1096	pae02040
pae:PA1097	PA1097	pae02040
pae:PA1099	PA1099	pae02040
pae:PA1100	PA1100	pae02040
pae:PA1101	PA1101	pae02040
pae:PA1102	PA1102	pae02040
pae:PA1103	PA1103	pae02040
pae:PA1104	PA1104	pae02040
pae:PA1105	PA1105	pae02040
pae:PA1441	PA1441	pae02040
pae:PA1442	PA1442	pae02040
pae:PA1443	PA1443	pae02040
pae:PA1444	PA1444	pae02040
pae:PA1445	PA1445	pae02040
pae:PA1446	PA1446	pae02040
pae:PA1447	PA1447	pae02040
pae:PA1448	PA1448	pae02040
pae:PA1449	PA1449	pae02040
pae:PA1452	PA1452	pae02040
pae:PA1455	PA1455	pae02040
pae:PA1460	PA1460	pae02040
pae:PA1461	PA1461	pae02040
pae:PA3350	PA3350	pae02040
pae:PA3351	PA3351	pae02040
pae:PA3352	PA3352	pae02040
pae:PA3526	PA3526	pae02040
pae:PA4462	PA4462	pae02040
pae:PA4953	PA4953	pae02040
pae:PA4954	PA4954	pae02040
pae:PA5233	PA5233	pae02040
pae:PA0337	PA0337	pae02060
pae:PA3560	PA3560	pae02060
pae:PA3561	PA3561	pae02060
pae:PA3562	PA3562	pae02060
pae:PA3760	PA3760	pae02060
pae:PA3761	PA3761	pae02060
pae:PA4464	PA4464	pae02060
pae:PA4466	PA4466	pae02060
pae:PA0770	PA0770	pae03008
pae:PA4780	PA4780	pae03008
pae:PA4951	PA4951	pae03008
pae:PA0579	PA0579	pae03010
pae:PA0668	PA0668	pae03010
pae:PA2741	PA2741	pae03010
pae:PA2742	PA2742	pae03010
pae:PA2970	PA2970	pae03010
pae:PA3162	PA3162	pae03010
pae:PA3600	PA3600	pae03010
pae:PA3601	PA3601	pae03010
pae:PA3656	PA3656	pae03010
pae:PA3742	PA3742	pae03010
pae:PA3745	PA3745	pae03010
pae:PA4237	PA4237	pae03010
pae:PA4239	PA4239	pae03010
pae:PA4240	PA4240	pae03010
pae:PA4241	PA4241	pae03010
pae:PA4242	PA4242	pae03010
pae:PA4244	PA4244	pae03010
pae:PA4245	PA4245	pae03010
pae:PA4246	PA4246	pae03010
pae:PA4247	PA4247	pae03010
pae:PA4248	PA4248	pae03010
pae:PA4249	PA4249	pae03010
pae:PA4250	PA4250	pae03010
pae:PA4251	PA4251	pae03010
pae:PA4252	PA4252	pae03010
pae:PA4253	PA4253	pae03010
pae:PA4254	PA4254	pae03010
pae:PA4255	PA4255	pae03010
pae:PA4256	PA4256	pae03010
pae:PA4257	PA4257	pae03010
pae:PA4258	PA4258	pae03010
pae:PA4259	PA4259	pae03010
pae:PA4260	PA4260	pae03010
pae:PA4261	PA4261	pae03010
pae:PA4262	PA4262	pae03010
pae:PA4263	PA4263	pae03010
pae:PA4264	PA4264	pae03010
pae:PA4267	PA4267	pae03010
pae:PA4268	PA4268	pae03010
pae:PA4271	PA4271	pae03010
pae:PA4272	PA4272	pae03010
pae:PA4273	PA4273	pae03010
pae:PA4274	PA4274	pae03010
pae:PA4280	PA4280	pae03010
pae:PA4432	PA4432	pae03010
pae:PA4433	PA4433	pae03010
pae:PA4563	PA4563	pae03010
pae:PA4567	PA4567	pae03010
pae:PA4568	PA4568	pae03010
pae:PA4671	PA4671	pae03010
pae:PA4690	PA4690	pae03010
pae:PA4741	PA4741	pae03010
pae:PA4932	PA4932	pae03010
pae:PA4934	PA4934	pae03010
pae:PA4935	PA4935	pae03010
pae:PA5049	PA5049	pae03010
pae:PA5315	PA5315	pae03010
pae:PA5316	PA5316	pae03010
pae:PA5369	PA5369	pae03010
pae:PA5570	PA5570	pae03010
pae:PA0141	PA0141	pae03018
pae:PA0336	PA0336	pae03018
pae:PA0428	PA0428	pae03018
pae:PA2428	PA2428	pae03018
pae:PA2840	PA2840	pae03018
pae:PA2976	PA2976	pae03018
pae:PA3344	PA3344	pae03018
pae:PA3635	PA3635	pae03018
pae:PA3861	PA3861	pae03018
pae:PA3950	PA3950	pae03018
pae:PA4385	PA4385	pae03018
pae:PA4727	PA4727	pae03018
pae:PA4740	PA4740	pae03018
pae:PA4761	PA4761	pae03018
pae:PA4937	PA4937	pae03018
pae:PA4944	PA4944	pae03018
pae:PA5239	PA5239	pae03018
pae:PA5242	PA5242	pae03018
pae:PA4238	PA4238	pae03020
pae:PA4269	PA4269	pae03020
pae:PA4270	PA4270	pae03020
pae:PA5337	PA5337	pae03020
pae:PA0002	PA0002	pae03030
pae:PA0577	PA0577	pae03030
pae:PA1529	PA1529	pae03030
pae:PA1532	PA1532	pae03030
pae:PA1815	PA1815	pae03030
pae:PA1816	PA1816	pae03030
pae:PA2961	PA2961	pae03030
pae:PA3232	PA3232	pae03030
pae:PA3640	PA3640	pae03030
pae:PA3642	PA3642	pae03030
pae:PA3832	PA3832	pae03030
pae:PA3989	PA3989	pae03030
pae:PA4232	PA4232	pae03030
pae:PA4931	PA4931	pae03030
pae:PA5493	PA5493	pae03030
pae:PA0373	PA0373	pae03060
pae:PA0768	PA0768	pae03060
pae:PA1303	PA1303	pae03060
pae:PA1530	PA1530	pae03060
pae:PA3746	PA3746	pae03060
pae:PA3820	PA3820	pae03060
pae:PA3821	PA3821	pae03060
pae:PA3822	PA3822	pae03060
pae:PA4243	PA4243	pae03060
pae:PA4276	PA4276	pae03060
pae:PA4403	PA4403	pae03060
pae:PA4559	PA4559	pae03060
pae:PA4747	PA4747	pae03060
pae:PA5068	PA5068	pae03060
pae:PA5069	PA5069	pae03060
pae:PA5070	PA5070	pae03060
pae:PA5128	PA5128	pae03060
pae:PA5568	PA5568	pae03060
pae:PA0074	PA0074	pae03070
pae:PA0075	PA0075	pae03070
pae:PA0077	PA0077	pae03070
pae:PA0078	PA0078	pae03070
pae:PA0080	PA0080	pae03070
pae:PA0081	PA0081	pae03070
pae:PA0085	PA0085	pae03070
pae:PA0090	PA0090	pae03070
pae:PA0091	PA0091	pae03070
pae:PA0095	PA0095	pae03070
pae:PA0262	PA0262	pae03070
pae:PA0263	PA0263	pae03070
pae:PA0373	PA0373	pae03070
pae:PA0677	PA0677	pae03070
pae:PA0678	PA0678	pae03070
pae:PA0679	PA0679	pae03070
pae:PA0680	PA0680	pae03070
pae:PA0681	PA0681	pae03070
pae:PA0682	PA0682	pae03070
pae:PA0683	PA0683	pae03070
pae:PA0684	PA0684	pae03070
pae:PA0685	PA0685	pae03070
pae:PA0686	PA0686	pae03070
pae:PA0687	PA0687	pae03070
pae:PA1382	PA1382	pae03070
pae:PA1511	PA1511	pae03070
pae:PA1512	PA1512	pae03070
pae:PA1662	PA1662	pae03070
pae:PA1666	PA1666	pae03070
pae:PA1668	PA1668	pae03070
pae:PA1669	PA1669	pae03070
pae:PA1670	PA1670	pae03070
pae:PA1690	PA1690	pae03070
pae:PA1691	PA1691	pae03070
pae:PA1692	PA1692	pae03070
pae:PA1693	PA1693	pae03070
pae:PA1694	PA1694	pae03070
pae:PA1695	PA1695	pae03070
pae:PA1696	PA1696	pae03070
pae:PA1697	PA1697	pae03070
pae:PA1698	PA1698	pae03070
pae:PA1701	PA1701	pae03070
pae:PA1703	PA1703	pae03070
pae:PA1716	PA1716	pae03070
pae:PA1719	PA1719	pae03070
pae:PA1723	PA1723	pae03070
pae:PA1725	PA1725	pae03070
pae:PA1867	PA1867	pae03070
pae:PA1868	PA1868	pae03070
pae:PA2361	PA2361	pae03070
pae:PA2362	PA2362	pae03070
pae:PA2367	PA2367	pae03070
pae:PA2371	PA2371	pae03070
pae:PA2373	PA2373	pae03070
pae:PA2672	PA2672	pae03070
pae:PA2673	PA2673	pae03070
pae:PA2674	PA2674	pae03070
pae:PA2675	PA2675	pae03070
pae:PA2676	PA2676	pae03070
pae:PA2677	PA2677	pae03070
pae:PA2685	PA2685	pae03070
pae:PA3095	PA3095	pae03070
pae:PA3096	PA3096	pae03070
pae:PA3097	PA3097	pae03070
pae:PA3098	PA3098	pae03070
pae:PA3099	PA3099	pae03070
pae:PA3100	PA3100	pae03070
pae:PA3101	PA3101	pae03070
pae:PA3102	PA3102	pae03070
pae:PA3103	PA3103	pae03070
pae:PA3104	PA3104	pae03070
pae:PA3105	PA3105	pae03070
pae:PA3294	PA3294	pae03070
pae:PA3486	PA3486	pae03070
pae:PA3746	PA3746	pae03070
pae:PA3820	PA3820	pae03070
pae:PA3821	PA3821	pae03070
pae:PA3822	PA3822	pae03070
pae:PA4144	PA4144	pae03070
pae:PA4243	PA4243	pae03070
pae:PA4276	PA4276	pae03070
pae:PA4403	PA4403	pae03070
pae:PA4592	PA4592	pae03070
pae:PA4747	PA4747	pae03070
pae:PA4974	PA4974	pae03070
pae:PA5068	PA5068	pae03070
pae:PA5069	PA5069	pae03070
pae:PA5070	PA5070	pae03070
pae:PA5090	PA5090	pae03070
pae:PA5128	PA5128	pae03070
pae:PA5210	PA5210	pae03070
pae:PA5266	PA5266	pae03070
pae:PA5267	PA5267	pae03070
pae:PA5568	PA5568	pae03070
pae:PA3227	PA3227	pae03250
pae:PA0010	PA0010	pae03410
